ID	NUMBER	ENGLISH	SHIFTS	SHIFT_URL	DEGREE	WEIGHTED_DEGREE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Zalizniak-2020-2591-60	60	leaf	60:→:16 60:↔:3 60:→:2 60:—:2 60:→:2 60:→:1 60:→:1 60:—:1 60:—:1 60:→:1 60:→:1 60:→:1	shift751 shift803 shift1353 shift3100 shift1459 shift3344 shift4292 shift3643 shift2785 shift2510 shift3689 shift3115	12	32	628	LEAF
Zalizniak-2020-2591-61	61	hard, solid	61:→:14 61:↔:12 61:—:9 61:→:6 61:→:4 61:—:2 61:—:2 61:—:2 61:→:1 61:—:1 61:—:1 61:→:1	shift873 shift789 shift2238 shift98 shift793 shift1933 shift1659 shift2887 shift1284 shift3138 shift940 shift2826	12	55	1884	HARD
Zalizniak-2020-2591-62	62	good	62:→:6 62:→:4 62:→:3 62:↔:3 62:→:3 62:↔:3 62:—:2 62:—:2 62:—:1 62:→:1 62:—:1 62:—:1	shift963 shift391 shift1899 shift2572 shift3677 shift864 shift3423 shift3219 shift248 shift247 shift3916 shift3804	12	30	1035	GOOD
Zalizniak-2020-2591-63	63	ear	63:→:10 63:→:9 63:↔:3 63:—:3 63:→:2 63:→:2 63:→:1 63:—:1 63:→:1 63:→:1 63:—:1 63:—:1	shift502 shift503 shift504 shift3787 shift1305 shift3027 shift2052 shift2785 shift1916 shift1083 shift3697 shift3028	12	35	1247	EAR
Zalizniak-2020-2591-64	64	brave	64:—:6 64:—:2 64:—:2 64:—:2 64:—:2 64:—:2 64:—:1 64:—:1 64:—:1 64:—:1 64:—:1 64:→:1	shift3367 shift2781 shift2115 shift3219 shift2549 shift2610 shift3611 shift196 shift2755 shift656 shift689 shift3330	12	22	3	BRAVE
Zalizniak-2020-2591-65	65	bitter	65:→:19 65:—:4 65:→:4 65:→:3 65:→:3 65:—:2 65:→:2 65:→:1 65:—:1 65:→:1 65:—:1 65:—:0	shift764 shift629 shift1673 shift3202 shift765 shift1557 shift274 shift3140 shift3103 shift2498 shift3224 shift1426	12	41	887	BITTER
Zalizniak-2020-2591-66	66	<animal>	66:—:30 66:→:16 66:→:15 66:—:11 66:→:10 66:→:6 66:→:6 66:→:6 66:→:5 66:→:3 66:→:2 66:→:2	shift2679 shift3080 shift2643 shift2670 shift2669 shift2367 shift3072 shift2789 shift3127 shift2921 shift3130 shift1334	12	112		
Zalizniak-2020-2591-67	67	wing	67:→:19 67:→:10 67:—:6 67:—:4 67:→:2 67:→:2 67:→:1 67:—:1 67:→:1 67:—:1 67:—:1	shift1343 shift1184 shift1205 shift3135 shift1829 shift899 shift1830 shift714 shift3137 shift1774 shift3018	11	48	1257	WING
Zalizniak-2020-2591-68	68	wet	68:→:3 68:—:3 68:→:3 68:→:1 68:→:1 68:—:1 68:→:1 68:→:1 68:→:1 68:—:1 68:—:1	shift89 shift87 shift788 shift3096 shift985 shift3057 shift2883 shift1781 shift88 shift3535 shift1684	11	17	1726	WET
Zalizniak-2020-2591-69	69	to want	69:↔:9 69:↔:8 69:—:5 69:—:5 69:→:4 69:—:3 69:→:2 69:→:1 69:—:1 69:→:1 69:—:0	shift43 shift750 shift1211 shift2651 shift1153 shift1089 shift2618 shift1834 shift616 shift1855 shift991	11	39	1784	WANT
Zalizniak-2020-2591-70	70	to stand	70:→:7 70:→:5 70:→:2 70:→:2 70:→:1 70:→:1 70:→:1 70:→:1 70:→:1 70:→:1 70:→:0	shift967 shift1887 shift894 shift2603 shift2605 shift2581 shift4290 shift2124 shift2125 shift1848 shift1849	11	22	1442	STAND
Zalizniak-2020-2591-71	71	to put	71:→:6 71:→:4 71:→:3 71:→:2 71:→:2 71:→:1 71:→:1 71:→:1 71:→:1 71:→:1 71:→:1	shift1582 shift871 shift2606 shift2930 shift1613 shift3664 shift1482 shift2280 shift1614 shift2279 shift2952	11	23	998	PUT
Zalizniak-2020-2591-72	72	to find	72:→:11 72:→:7 72:→:6 72:—:4 72:—:3 72:→:2 72:→:2 72:→:1 72:—:1 72:→:1 72:—:1	shift3 shift40 shift1586 shift26 shift1666 shift1355 shift3489 shift317 shift3102 shift316 shift922	11	39	719	FIND
Zalizniak-2020-2591-73	73	to eat	73:↔:5 73:→:4 73:→:4 73:—:2 73:→:2 73:→:2 73:→:2 73:→:1 73:→:1 73:—:1 73:→:1	shift170 shift3678 shift653 shift2650 shift830 shift2269 shift1794 shift2609 shift2270 shift3014 shift3394	11	25	1336	EAT
Zalizniak-2020-2591-74	74	to dig	74:→:9 74:—:8 74:—:3 74:→:2 74:—:2 74:→:2 74:→:2 74:—:1 74:→:1 74:→:1 74:—:1	shift3187 shift269 shift2525 shift3186 shift84 shift1221 shift1824 shift2559 shift3225 shift1308 shift270	11	32	1418	DIG
Zalizniak-2020-2591-75	75	to burn (intr.)	75:→:9 75:→:7 75:→:5 75:→:3 75:→:2 75:→:2 75:→:2 75:→:1 75:→:1 75:—:1 75:→:0	shift781 shift941 shift1179 shift885 shift2744 shift1744 shift2130 shift640 shift709 shift3044 shift1869	11	33	1428	BURNING
Zalizniak-2020-2591-76	76	root (of a plant)	76:→:18 76:→:8 76:—:5 76:→:3 76:—:2 76:→:2 76:→:2 76:—:1 76:→:1 76:—:1 76:—:1	shift1117 shift1421 shift1020 shift1745 shift2073 shift3971 shift3970 shift3634 shift3633 shift1443 shift3995	11	44	670	ROOT
Zalizniak-2020-2591-77	77	neck	77:→:11 77:—:8 77:→:5 77:—:2 77:→:2 77:→:2 77:—:1 77:—:1 77:→:1 77:—:1 77:—:1	shift3242 shift3407 shift520 shift3369 shift187 shift952 shift4090 shift3368 shift1574 shift1573 shift186	11	35	1333	NECK
Zalizniak-2020-2591-78	78	mouse	78:→:12 78:—:6 78:→:4 78:—:3 78:—:1 78:—:1 78:—:1 78:—:1 78:—:1 78:→:1 78:→:1	shift958 shift2691 shift1093 shift2693 shift3040 shift2919 shift911 shift2920 shift3830 shift3295 shift2973	11	32	1491	MOUSE
Zalizniak-2020-2591-79	79	low (location)	79:→:15 79:→:6 79:→:6 79:→:5 79:→:2 79:—:2 79:→:1 79:—:1 79:→:1 79:→:1 79:→:1	shift1150 shift2550 shift2545 shift1411 shift2546 shift2873 shift3185 shift2790 shift3190 shift2874 shift311	11	41	721	LOW
Zalizniak-2020-2591-80	80	friend	80:→:6 80:—:3 80:—:2 80:—:1 80:—:1 80:—:1 80:—:1 80:—:1 80:→:1 80:—:1 80:—:1	shift1836 shift1974 shift2217 shift4276 shift4237 shift4275 shift3988 shift4055 shift2511 shift1609 shift3694	11	19	1325	FRIEND
Zalizniak-2020-2591-81	81	fly agaric (Amanita muscaria)	81:—:5 81:—:4 81:—:2 81:—:1 81:—:1 81:—:1 81:—:1 81:—:1 81:—:1 81:—:1 81:—:1	shift3824 shift3833 shift3822 shift3829 shift3825 shift3823 shift3827 shift3830 shift3826 shift3832 shift3828	11	19		
Zalizniak-2020-2591-82	82	dark (adj.)	82:→:14 82:→:11 82:→:11 82:→:3 82:→:2 82:—:2 82:→:2 82:→:1 82:→:1 82:→:1 82:—:1	shift1063 shift767 shift1323 shift2699 shift835 shift2964 shift1322 shift2285 shift2468 shift3043 shift4098	11	49	706	DARK
Zalizniak-2020-2591-83	83	branch, twig	83:—:10 83:↔:9 83:→:7 83:—:7 83:—:1 83:→:1 83:—:1 83:—:1 83:—:1 83:—:1 83:—:0	shift2065 shift1206 shift741 shift4185 shift76 shift1941 shift371 shift1443 shift3873 shift3613 shift1841	11	39	3223	BRANCH OR TWIG
Zalizniak-2020-2591-84	84	blue	84:→:8 84:→:8 84:—:4 84:—:4 84:—:3 84:—:3 84:→:2 84:—:2 84:—:1 84:—:1 84:—:1	shift3197 shift1708 shift1480 shift1002 shift4124 shift4000 shift2807 shift4003 shift4001 shift1664 shift4002	11	37	837	BLUE
Zalizniak-2020-2591-85	85	bad	85:↔:23 85:—:6 85:—:4 85:↔:3 85:—:3 85:—:2 85:—:2 85:—:2 85:—:2 85:—:1 85:—:1	shift968 shift979 shift4065 shift864 shift2742 shift2232 shift1736 shift663 shift2610 shift1926 shift2779	11	49	1292	BAD
Zalizniak-2020-2591-86	86	<foreigner>	86:→:21 86:→:14 86:→:7 86:→:7 86:→:6 86:→:4 86:→:4 86:→:3 86:→:3 86:→:1 86:→:1	shift1160 shift2155 shift3241 shift1188 shift2156 shift2462 shift2416 shift3154 shift2406 shift1479 shift2329	11	71		
Zalizniak-2020-2591-87	87	worm	87:—:24 87:↔:10 87:—:3 87:→:2 87:—:1 87:—:1 87:→:1 87:—:1 87:→:1 87:—:0	shift2676 shift2916 shift2558 shift822 shift2559 shift2799 shift2563 shift4154 shift3037 shift627	10	44	1219	WORM
Zalizniak-2020-2591-88	88	womb	88:—:4 88:→:3 88:—:3 88:—:2 88:→:1 88:→:1 88:—:1 88:→:1 88:—:1 88:—:1	shift3002 shift776 shift2800 shift257 shift3559 shift1740 shift3003 shift3606 shift3004 shift3575	10	18	804	WOMB
Zalizniak-2020-2591-89	89	to spring, jump	89:—:3 89:→:3 89:→:3 89:→:2 89:→:2 89:→:2 89:→:1 89:→:1 89:→:1 89:→:1	shift2575 shift1040 shift1964 shift2167 shift2375 shift1162 shift3547 shift228 shift1714 shift3153	10	19	1829	JUMP
Zalizniak-2020-2591-90	90	to open (tr.)	90:→:5 90:→:3 90:↔:2 90:→:2 90:→:1 90:—:1 90:→:1 90:→:1 90:→:1 90:→:1	shift1131 shift2695 shift2591 shift289 shift288 shift3976 shift290 shift2050 shift2049 shift2051	10	18	1156	OPEN
Zalizniak-2020-2591-91	91	to mix, stir	91:→:7 91:→:7 91:→:6 91:→:5 91:→:2 91:→:2 91:→:2 91:→:2 91:→:1 91:→:1	shift106 shift560 shift1151 shift974 shift2625 shift2626 shift1908 shift2705 shift2207 shift2276	10	35	2017	MIX
Zalizniak-2020-2591-92	92	to know	92:→:15 92:→:10 92:→:9 92:→:4 92:—:3 92:→:3 92:→:2 92:—:1 92:—:1 92:→:1	shift8 shift2668 shift993 shift1763 shift3015 shift774 shift1445 shift922 shift4169 shift3541	10	49	3626	KNOW
Zalizniak-2020-2591-93	93	to go down	93:→:8 93:→:5 93:—:3 93:→:2 93:→:2 93:→:2 93:→:1 93:→:1 93:→:1 93:→:1	shift3247 shift1858 shift265 shift3357 shift4177 shift343 shift348 shift3356 shift2787 shift266	10	26	2014	GO DOWN (DESCEND)
Zalizniak-2020-2591-94	94	to carry	94:→:13 94:→:9 94:→:6 94:→:2 94:—:2 94:—:1 94:—:1 94:—:1 94:—:1 94:—:1	shift752 shift796 shift1642 shift1556 shift2121 shift842 shift116 shift4300 shift1688 shift4059	10	37	700	CARRY
Zalizniak-2020-2591-95	95	throat	95:—:8 95:→:6 95:→:6 95:→:3 95:→:3 95:→:2 95:→:2 95:→:1 95:—:1 95:—:1	shift3407 shift505 shift3408 shift508 shift506 shift507 shift3105 shift2997 shift3893 shift612	10	33	1346	THROAT
Zalizniak-2020-2591-96	96	sun	96:—:48 96:→:7 96:—:4 96:—:3 96:—:2 96:→:1 96:—:1 96:—:1 96:→:1 96:→:1	shift1007 shift127 shift3986 shift4093 shift3690 shift3640 shift3639 shift3075 shift3209 shift3348	10	69	1343	SUN
Zalizniak-2020-2591-97	97	slow (adj.)	97:→:2 97:—:2 97:—:2 97:—:2 97:—:1 97:→:1 97:—:1 97:—:1 97:—:1 97:—:1	shift1822 shift3055 shift3056 shift3941 shift2808 shift1901 shift1286 shift2992 shift2031 shift3050	10	14	701	SLOW
Zalizniak-2020-2591-98	98	left	98:—:6 98:↔:4 98:→:3 98:→:3 98:—:2 98:→:2 98:→:1 98:→:1 98:→:1 98:—:0	shift918 shift905 shift937 shift2866 shift909 shift906 shift3340 shift3428 shift2847 shift924	10	23	244	LEFT
Zalizniak-2020-2591-99	99	forehead	99:—:4 99:→:3 99:—:2 99:→:2 99:→:2 99:—:1 99:→:1 99:→:1 99:—:1 99:→:1	shift540 shift296 shift2815 shift527 shift2331 shift1778 shift2332 shift528 shift897 shift3571	10	18	123	FOREHEAD
Zalizniak-2020-2591-100	100	firm, solid	100:→:10 100:—:6 100:—:5 100:→:5 100:→:3 100:↔:2 100:—:2 100:—:2 100:—:1 100:→:1	shift2480 shift717 shift718 shift1222 shift1359 shift2497 shift719 shift1933 shift672 shift720	10	37	3003	SOLID
Zalizniak-2020-2591-101	101	fire	101:—:46 101:→:13 101:→:12 101:↔:7 101:→:4 101:—:3 101:→:2 101:→:2 101:→:1 101:→:1	shift3852 shift2366 shift3859 shift3082 shift3266 shift4093 shift3728 shift151 shift3440 shift3108	10	91	221	FIRE
Zalizniak-2020-2591-102	102	clever	102:—:4 102:→:3 102:—:2 102:—:2 102:—:1 102:—:1 102:→:1 102:—:1 102:—:1 102:→:1	shift1245 shift3458 shift135 shift2549 shift101 shift2809 shift2573 shift2258 shift2780 shift3467	10	17	1310	CLEVER
Zalizniak-2020-2591-103	103	clean (adj.)	103:→:5 103:—:4 103:→:4 103:—:3 103:→:2 103:→:2 103:→:2 103:—:1 103:—:1 103:—:1	shift213 shift768 shift1922 shift3934 shift2898 shift2311 shift2268 shift2958 shift2904 shift4123	10	25	704	CLEAN
Zalizniak-2020-2591-104	104	beautiful	104:→:15 104:↔:4 104:—:2 104:—:2 104:—:1 104:—:1 104:—:1 104:—:1 104:—:1 104:—:1	shift392 shift413 shift1998 shift3822 shift1558 shift375 shift3696 shift4002 shift4267 shift3783	10	29	1427	BEAUTIFUL
Zalizniak-2020-2591-105	105	to smear, anoint	105:→:16 105:→:5 105:→:3 105:→:2 105:→:2 105:→:1 105:→:1 105:→:1 105:→:1	shift1107 shift1105 shift2884 shift2890 shift903 shift1106 shift1412 shift2365 shift2986	9	32	364	SMEAR
Zalizniak-2020-2591-106	106	to sit	106:→:10 106:→:5 106:→:2 106:→:2 106:—:1 106:—:1 106:→:1 106:→:1 106:—:1	shift756 shift2472 shift3627 shift1620 shift3213 shift3626 shift4070 shift229 shift3746	9	24	1416	SIT
Zalizniak-2020-2591-107	107	to search, to look for	107:→:21 107:→:19 107:→:15 107:↔:8 107:—:3 107:—:1 107:—:1 107:—:1 107:—:1	shift99 shift9 shift2190 shift750 shift658 shift4215 shift3615 shift4301 shift1454	9	70	1468	LOOK FOR
Zalizniak-2020-2591-108	108	to run	108:↔:12 108:↔:5 108:→:3 108:→:2 108:→:1 108:→:1 108:→:1 108:→:1 108:→:1	shift1632 shift685 shift1306 shift1704 shift3399 shift2924 shift1232 shift3229 shift2925	9	27	1519	RUN
Zalizniak-2020-2591-109	109	to reach	109:→:9 109:→:6 109:→:5 109:→:4 109:→:3 109:→:2 109:→:2 109:—:1 109:→:1	shift1066 shift1764 shift25 shift1766 shift1765 shift1767 shift1621 shift2566 shift1622	9	33	1387	ARRIVE
Zalizniak-2020-2591-110	110	to clean	110:→:3 110:→:2 110:→:1 110:→:1 110:→:1 110:→:1 110:→:1 110:→:1 110:—:1	shift1924 shift3121 shift3468 shift2284 shift1923 shift150 shift2503 shift2649 shift3353	9	12	2235	CLEAN (SOMETHING)
Zalizniak-2020-2591-111	111	to blow	111:—:9 111:→:3 111:→:3 111:→:2 111:—:1 111:→:1 111:—:1 111:—:1 111:—:1	shift749 shift2697 shift2868 shift896 shift3752 shift2911 shift2552 shift2224 shift2225	9	22		
Zalizniak-2020-2591-112	112	stupid	112:—:23 112:—:4 112:↔:3 112:—:3 112:—:1 112:—:1 112:—:1 112:—:1 112:—:0	shift4131 shift4080 shift1193 shift2756 shift2233 shift3051 shift4132 shift1926 shift2327	9	37	1518	STUPID
Zalizniak-2020-2591-113	113	soft (adj.)	113:→:13 113:—:5 113:—:4 113:→:2 113:—:1 113:→:1 113:→:1 113:→:1 113:→:1	shift1102 shift611 shift787 shift3373 shift3057 shift1871 shift3372 shift3374 shift3375	9	29	1856	SOFT
Zalizniak-2020-2591-114	114	smell	114:—:7 114:→:6 114:→:5 114:—:3 114:—:2 114:—:1 114:—:1 114:—:1 114:→:1	shift3753 shift1056 shift1588 shift1112 shift1927 shift1649 shift3989 shift4077 shift3217	9	27	3704	ODOR (SMELL)
Zalizniak-2020-2591-115	115	mountain	115:→:22 115:↔:4 115:↔:2 115:—:2 115:→:2 115:—:1 115:—:1 115:→:1 115:—:1	shift840 shift497 shift945 shift931 shift2739 shift3887 shift2437 shift3514 shift3668	9	36	639	MOUNTAIN
Zalizniak-2020-2591-116	116	door	116:→:5 116:→:3 116:→:2 116:→:2 116:→:1 116:→:1 116:→:1 116:→:1 116:—:1	shift2627 shift2056 shift2057 shift2628 shift2175 shift2176 shift2177 shift2058 shift2221	9	17	1567	DOOR
Zalizniak-2020-2591-117	117	difficult	117:—:15 117:—:9 117:—:8 117:—:3 117:—:3 117:—:2 117:→:1 117:—:1 117:—:1	shift548 shift2238 shift4182 shift4181 shift2742 shift3903 shift3066 shift3901 shift2587	9	43	584	DIFFICULT
Zalizniak-2020-2591-118	118	cheek	118:→:9 118:→:3 118:—:2 118:—:1 118:—:1 118:—:1 118:—:1 118:—:1 118:—:1	shift898 shift2127 shift3110 shift3645 shift2478 shift1208 shift3545 shift1059 shift3022	9	20	1730	CHEEK
Zalizniak-2020-2591-119	119	cat	119:→:7 119:→:4 119:→:4 119:—:3 119:→:1 119:→:1 119:—:1 119:—:1 119:—:1	shift1398 shift2908 shift1070 shift3708 shift3288 shift3183 shift2922 shift3732 shift2132	9	23	1208	CAT
Zalizniak-2020-2591-120	120	breathing	120:—:11 120:—:7 120:→:5 120:→:2 120:—:2 120:—:1 120:→:1 120:—:1 120:—:1	shift1647 shift3753 shift1701 shift667 shift3754 shift3757 shift2286 shift3756 shift3755	9	31		
Zalizniak-2020-2591-121	121	bone	121:→:7 121:→:7 121:→:3 121:→:2 121:→:1 121:→:1 121:—:1 121:→:1 121:—:1	shift1646 shift1204 shift890 shift778 shift590 shift2046 shift3900 shift4031 shift208	9	24	1394	BONE
Zalizniak-2020-2591-122	122	yellow	122:—:28 122:→:9 122:↔:6 122:—:5 122:↔:4 122:—:2 122:—:1 122:—:1	shift2539 shift1509 shift821 shift3693 shift824 shift2231 shift2710 shift3791	8	56	1424	YELLOW
Zalizniak-2020-2591-123	123	top	123:—:5 123:—:2 123:→:2 123:—:2 123:—:1 123:—:1 123:→:1 123:—:1	shift636 shift1652 shift2661 shift100 shift1651 shift248 shift2064 shift2801	8	15	1753	TOP
Zalizniak-2020-2591-124	124	to wait	124:→:8 124:—:3 124:—:3 124:→:2 124:—:1 124:→:1 124:—:1 124:—:1	shift2189 shift3512 shift981 shift2471 shift3213 shift4006 shift3245 shift3861	8	20	1590	WAIT (FOR)
Zalizniak-2020-2591-125	125	to untie, unbind	125:→:17 125:→:9 125:→:6 125:↔:2 125:→:2 125:→:1 125:→:1 125:→:1	shift1087 shift1380 shift3685 shift2591 shift2590 shift3473 shift3474 shift3475	8	39	352	UNTIE
Zalizniak-2020-2591-126	126	to think	126:→:12 126:—:10 126:→:5 126:↔:4 126:—:3 126:→:2 126:—:1 126:—:1	shift2063 shift3733 shift6 shift444 shift1975 shift1016 shift258 shift3741	8	38	2271	THINK
Zalizniak-2020-2591-127	127	to taste	127:↔:23 127:→:10 127:—:3 127:—:2 127:—:1 127:—:1 127:→:1 127:—:1	shift4 shift762 shift3015 shift818 shift2891 shift3760 shift41 shift3743	8	42	21	TASTE (SOMETHING)
Zalizniak-2020-2591-128	128	to take	128:→:11 128:—:10 128:→:5 128:→:2 128:→:2 128:→:1 128:—:1 128:—:1	shift943 shift14 shift829 shift2309 shift1867 shift2310 shift3013 shift842	8	33	1749	TAKE
Zalizniak-2020-2591-129	129	to sing	129:→:19 129:→:4 129:→:3 129:—:1 129:—:1 129:→:1 129:—:1 129:—:0	shift1391 shift3166 shift3358 shift3212 shift1510 shift4111 shift3825 shift3641	8	30	1261	SING
Zalizniak-2020-2591-130	130	to shoot	130:—:15 130:—:9 130:→:2 130:→:1 130:→:1 130:→:1 130:—:1 130:→:1	shift691 shift1641 shift2773 shift168 shift4178 shift1325 shift1356 shift696	8	31	1172	SHOOT
Zalizniak-2020-2591-131	131	to shine, glitter	131:↔:5 131:→:3 131:—:2 131:—:2 131:→:2 131:→:2 131:→:1 131:→:1	shift773 shift2360 shift833 shift832 shift772 shift2131 shift3415 shift2723	8	18		
Zalizniak-2020-2591-132	132	to kill	132:→:3 132:—:2 132:—:1 132:→:1 132:—:1 132:→:1 132:→:1 132:—:1	shift1658 shift4157 shift604 shift3088 shift3913 shift3042 shift3985 shift2394	8	11	1417	KILL
Zalizniak-2020-2591-133	133	to come	133:→:13 133:→:3 133:→:3 133:→:2 133:→:2 133:→:2 133:—:1 133:→:1	shift573 shift2120 shift22 shift1014 shift566 shift567 shift3858 shift565	8	27	1446	COME
Zalizniak-2020-2591-134	134	smooth	134:—:5 134:—:4 134:—:2 134:—:1 134:—:1 134:—:1 134:—:1 134:—:1	shift1999 shift787 shift1998 shift2000 shift2001 shift891 shift3046 shift1111	8	16	1234	SMOOTH
Zalizniak-2020-2591-135	135	pure	135:—:3 135:—:2 135:→:2 135:→:1 135:→:1 135:→:1 135:→:1 135:—:1	shift3934 shift2294 shift2769 shift3729 shift2945 shift2293 shift2589 shift3930	8	12	1147	PURE
Zalizniak-2020-2591-136	136	pig (Sus scrofa)	136:→:13 136:→:9 136:—:2 136:—:2 136:—:2 136:→:2 136:→:2 136:↔:2	shift1312 shift1313 shift1706 shift3302 shift2664 shift1314 shift1668 shift2665	8	34	1337	PIG
Zalizniak-2020-2591-137	137	nest (n.)	137:→:11 137:—:5 137:—:5 137:—:4 137:—:3 137:—:2 137:—:1 137:—:1	shift1529 shift4141 shift4142 shift3002 shift4140 shift4138 shift4139 shift3011	8	32	539	NEST
Zalizniak-2020-2591-138	138	naked, bare	138:→:9 138:→:5 138:—:4 138:→:4 138:→:3 138:→:1 138:—:1 138:→:1	shift923 shift1341 shift3425 shift299 shift3451 shift181 shift3414 shift3452	8	28	590	NAKED
Zalizniak-2020-2591-139	139	monarch	139:→:11 139:→:5 139:—:3 139:→:2 139:—:2 139:→:1 139:—:1 139:→:1	shift1309 shift1683 shift2241 shift1682 shift3805 shift4184 shift2716 shift2514	8	26		
Zalizniak-2020-2591-140	140	milk	140:—:7 140:→:5 140:→:4 140:→:3 140:→:2 140:→:2 140:→:1 140:—:1	shift813 shift2502 shift1126 shift1127 shift2619 shift3201 shift2620 shift2350	8	25	635	MILK
Zalizniak-2020-2591-141	141	middle	141:—:4 141:→:2 141:—:2 141:—:2 141:—:1 141:—:1 141:—:1 141:—:1	shift3939 shift2584 shift3636 shift1946 shift2782 shift3940 shift4115 shift2818	8	14	1093	MIDDLE
Zalizniak-2020-2591-142	142	light (of weight)	142:→:16 142:—:9 142:→:7 142:→:3 142:→:2 142:→:1 142:—:1 142:→:1	shift901 shift1471 shift1003 shift900 shift2012 shift2013 shift1286 shift3391	8	40	1052	LIGHT (WEIGHT)
Zalizniak-2020-2591-143	143	light (of colour)	143:→:18 143:↔:4 143:→:4 143:→:3 143:—:2 143:→:1 143:→:1 143:→:1	shift67 shift2683 shift1108 shift254 shift834 shift2897 shift321 shift2455	8	34	250	LIGHT (COLOR)
Zalizniak-2020-2591-144	144	heel (of a foot)	144:→:11 144:—:3 144:→:2 144:→:1 144:→:1 144:→:1 144:→:1 144:—:1	shift547 shift193 shift195 shift1811 shift2059 shift2060 shift1815 shift4297	8	21	980	HEEL
Zalizniak-2020-2591-145	145	greedy	145:—:6 145:→:2 145:→:2 145:→:1 145:—:1 145:—:1 145:—:1 145:—:1	shift717 shift1531 shift1039 shift1452 shift2802 shift3235 shift108 shift2957	8	15	2018	GREEDY
Zalizniak-2020-2591-146	146	flower	146:→:3 146:→:3 146:→:2 146:—:2 146:—:1 146:—:1 146:→:1 146:→:1	shift1396 shift72 shift3463 shift3100 shift2133 shift3297 shift124 shift3651	8	14	239	FLOWER
Zalizniak-2020-2591-147	147	egg	147:→:14 147:→:4 147:—:1 147:→:1 147:→:1 147:—:1 147:—:1 147:—:1	shift147 shift4251 shift814 shift4261 shift3577 shift2968 shift2009 shift3016	8	24	744	EGG
Zalizniak-2020-2591-148	148	earth	148:→:30 148:→:2 148:→:2 148:—:2 148:→:2 148:—:1 148:—:1 148:→:1	shift3883 shift810 shift2400 shift3888 shift811 shift3884 shift1957 shift155	8	41		
Zalizniak-2020-2591-149	149	drunk	149:—:3 149:—:2 149:→:2 149:—:2 149:—:1 149:—:1 149:—:1 149:—:1	shift2242 shift3672 shift2110 shift4003 shift1684 shift3293 shift3895 shift3223	8	13	1463	DRUNK
Zalizniak-2020-2591-150	150	deep	150:→:9 150:—:4 150:→:2 150:→:2 150:→:1 150:→:1 150:—:1 150:→:1	shift1677 shift892 shift2965 shift1674 shift946 shift2903 shift4072 shift2151	8	21	1593	DEEP
Zalizniak-2020-2591-151	151	comb	151:—:8 151:—:7 151:—:4 151:—:1 151:→:1 151:—:1 151:→:1 151:—:1	shift4174 shift4175 shift509 shift4176 shift1546 shift4172 shift1547 shift657	8	24	1475	COMB
