ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	RANK	LINKS	WEIGHTS	URLS	DIRECTIONS	DEGREE	WEIGHTED_DEGREE
Zalizniak-2020-2590-62	62	good	1035	GOOD	62	588 123 1620 85 686 1934 569 64 12 1475 16 1793	1 1 4 3 6 3 3 2 2 3 1 1	shift247 shift248 shift391 shift864 shift963 shift1899 shift2572 shift3219 shift3423 shift3677 shift3804 shift3916	→ — → ↔ → → ↔ — — → — —	12	1
Zalizniak-2020-2590-63	63	ear	1247	EAR	63	586 2379 1603 1798 231 1692 435 60 613 998 153 1026	10 9 3 1 2 1 1 1 2 1 1 3	shift502 shift503 shift504 shift1083 shift1305 shift1916 shift2052 shift2785 shift3027 shift3028 shift3697 shift3787	→ → ↔ → → → → — → — — —	12	3
Zalizniak-2020-2590-64	64	brave	3	BRAVE	64	1347 894 19 9 102 85 25 557 62 1015 334 1110	1 1 1 2 2 2 1 2 2 1 6 1	shift196 shift656 shift689 shift2115 shift2549 shift2610 shift2755 shift2781 shift3219 shift3330 shift3367 shift3611	— — — — — — — — — → — —	12	1
Zalizniak-2020-2590-65	65	bitter	887	BITTER	65	104 306 1402 661 568 471 2527 426 175 122 2466 26	2 4 19 3 0 2 4 1 1 1 3 1	shift274 shift629 shift764 shift765 shift1426 shift1557 shift1673 shift2498 shift3103 shift3140 shift3202 shift3224	→ — → → — — → → — → → —	12	1
Zalizniak-2020-2590-66	66	<animal>			66	655 2185 958 966 1047 452 191 902 2296 636 145 2515	2 6 15 10 11 30 6 3 6 16 5 2	shift1334 shift2367 shift2643 shift2669 shift2670 shift2679 shift2789 shift2921 shift3072 shift3080 shift3127 shift3130	→ → → → — — → → → → → →	12	2
Zalizniak-2020-2590-67	67	wing	1257	WING	67	1389 570 2420 13 933 987 302 210 342 190 872	1 2 10 6 19 1 2 1 1 4 1	shift714 shift899 shift1184 shift1205 shift1343 shift1774 shift1829 shift1830 shift3018 shift3135 shift3137	— → → — → — → → — — →	11	1
Zalizniak-2020-2590-68	68	wet	1726	WET	68	304 2354 41 62 253 149 894 850 113 1038 617	3 1 3 3 1 1 1 1 1 1 1	shift87 shift88 shift89 shift788 shift985 shift1684 shift1781 shift2883 shift3057 shift3096 shift3535	— → → → → — → → — → —	11	1
Zalizniak-2020-2590-69	69	to want	1784	WANT	69	205 1279 107 206 401 1220 1249 2065 2555 1351 760	9 1 8 0 3 4 5 1 1 2 5	shift43 shift616 shift750 shift991 shift1089 shift1153 shift1211 shift1834 shift1855 shift2618 shift2651	↔ — ↔ — — → — → → → —	11	5
Zalizniak-2020-2590-70	70	to stand	1442	STAND	70	277 769 564 517 1319 2125 2128 2103 1290 751 1288	2 7 1 0 5 1 1 1 2 1 1	shift894 shift967 shift1848 shift1849 shift1887 shift2124 shift2125 shift2581 shift2603 shift2605 shift4290	→ → → → → → → → → → →	11	1
Zalizniak-2020-2590-71	71	to put	998	PUT	71	379 2051 1303 767 534 397 1277 2092 207 2147 2037	4 1 6 2 1 1 1 3 2 1 1	shift871 shift1482 shift1582 shift1613 shift1614 shift2279 shift2280 shift2606 shift2930 shift2952 shift3664	→ → → → → → → → → → →	11	1
Zalizniak-2020-2590-72	72	to find	719	FIND	72	2051 56 375 1202 109 92 207 1319 655 1163 2088	11 4 7 1 1 1 2 6 3 1 2	shift3 shift26 shift40 shift316 shift317 shift922 shift1355 shift1586 shift1666 shift3102 shift3489	→ — → → → — → → — — →	11	2
Zalizniak-2020-2590-73	73	to eat	1336	EAT	73	1 2142 766 542 2107 533 126 1252 211 443 2106	5 4 2 2 2 1 1 2 1 1 4	shift170 shift653 shift830 shift1794 shift2269 shift2270 shift2609 shift2650 shift3014 shift3394 shift3678	↔ → → → → → → — — → →	11	4
Zalizniak-2020-2590-74	74	to dig	1418	DIG	74	368 1213 661 72 1560 912 397 87 261 1208 274	2 8 1 2 1 2 3 1 2 9 1	shift84 shift269 shift270 shift1221 shift1308 shift1824 shift2525 shift2559 shift3186 shift3187 shift3225	— — — → → → — — → → →	11	1
Zalizniak-2020-2590-75	75	to burn (intr.)	1428	BURNING	75	267 1212 661 2045 2056 1946 174 2266 2589 494 15	1 1 9 3 7 5 2 0 2 2 1	shift640 shift709 shift781 shift885 shift941 shift1179 shift1744 shift1869 shift2130 shift2744 shift3044	→ → → → → → → → → → —	11	1
Zalizniak-2020-2590-76	76	root (of a plant)	670	ROOT	76	469 1867 2275 83 1553 225 1790 796 2520 1724 1010	5 18 8 1 3 2 1 1 2 2 1	shift1020 shift1117 shift1421 shift1443 shift1745 shift2073 shift3633 shift3634 shift3970 shift3971 shift3995	— → → — → — → — → → —	11	1
Zalizniak-2020-2590-77	77	neck	1333	NECK	77	658 2243 2291 1552 1797 1781 2286 573 1369 95 811	1 2 5 2 1 1 11 1 2 8 1	shift186 shift187 shift520 shift952 shift1573 shift1574 shift3242 shift3368 shift3369 shift3407 shift4090	— → → → — → → — — — —	11	1
Zalizniak-2020-2590-78	78	mouse	1491	MOUSE	78	1560 1548 2538 1465 45 1055 899 1853 156 464 81	1 12 4 6 3 1 1 1 1 1 1	shift911 shift958 shift1093 shift2691 shift2693 shift2919 shift2920 shift2973 shift3040 shift3295 shift3830	— → → — — — — → — → —	11	1
Zalizniak-2020-2590-79	79	low (location)	721	LOW	79	85 997 1569 2479 689 2174 826 598 150 41 870	1 15 5 6 2 6 1 2 1 1 1	shift311 shift1150 shift1411 shift2545 shift2546 shift2550 shift2790 shift2873 shift2874 shift3185 shift3190	→ → → → → → — — → → →	11	1
Zalizniak-2020-2590-80	80	friend	1325	FRIEND	80	323 2321 1386 193 2289 153 1506 1515 671 29 670	1 6 3 2 1 1 1 1 1 1 1	shift1609 shift1836 shift1974 shift2217 shift2511 shift3694 shift3988 shift4055 shift4237 shift4275 shift4276	— → — — → — — — — — —	11	1
Zalizniak-2020-2590-81	81	fly agaric (Amanita muscaria)			81	104 529 306 129 1557 18 1767 156 78 331 1387	2 1 5 1 1 1 1 1 1 1 4	shift3822 shift3823 shift3824 shift3825 shift3826 shift3827 shift3828 shift3829 shift3830 shift3832 shift3833	— — — — — — — — — — —	11	4
Zalizniak-2020-2590-82	82	dark (adj.)	706	DARK	82	2357 381 2363 85 920 804 1477 337 952 453 200	11 2 14 2 11 1 1 3 2 1 1	shift767 shift835 shift1063 shift1322 shift1323 shift2285 shift2468 shift2699 shift2964 shift3043 shift4098	→ → → → → → → → — → —	11	1
Zalizniak-2020-2590-83	83	branch, twig	3223	BRANCH OR TWIG	83	349 816 693 13 76 1823 1962 220 860 843 1840	1 1 7 9 1 0 1 10 1 1 7	shift76 shift371 shift741 shift1206 shift1443 shift1841 shift1941 shift2065 shift3613 shift3873 shift4185	— — → ↔ — — → — — — —	11	7
Zalizniak-2020-2590-84	84	blue	837	BLUE	84	581 44 46 2518 176 2473 15 1529 104 149 18	4 4 1 8 2 8 3 1 1 2 3	shift1002 shift1480 shift1664 shift1708 shift2807 shift3197 shift4000 shift4001 shift4002 shift4003 shift4124	— — — → → → — — — — —	11	3
Zalizniak-2020-2590-85	85	bad	1292	BAD	85	608 62 627 229 715 112 353 64 117 820 441	2 3 23 6 2 1 2 2 3 1 4	shift663 shift864 shift968 shift979 shift1736 shift1926 shift2232 shift2610 shift2742 shift2779 shift4065	— ↔ ↔ — — — — — — — —	11	4
Zalizniak-2020-2590-86	86	<foreigner>			86	2488 2198 411 2400 2430 636 1588 2516 2498 215 2168	21 7 1 14 6 1 3 4 4 3 7	shift1160 shift1188 shift1479 shift2155 shift2156 shift2329 shift2406 shift2416 shift2462 shift3154 shift3241	→ → → → → → → → → → →	11	7
Zalizniak-2020-2590-87	87	worm	1219	WORM	87	1628 18 556 74 1819 185 943 36 1006 652	0 2 3 1 1 24 1 10 1 1	shift627 shift822 shift2558 shift2559 shift2563 shift2676 shift2799 shift2916 shift3037 shift4154	— → — — → — — ↔ → —	10	1
Zalizniak-2020-2590-88	88	womb	804	WOMB	88	856 526 2275 34 137 7 230 843 152 903	2 3 1 3 4 1 1 1 1 1	shift257 shift776 shift1740 shift2800 shift3002 shift3003 shift3004 shift3559 shift3575 shift3606	— → → — — — — → — →	10	1
Zalizniak-2020-2590-89	89	to spring, jump	1829	JUMP	89	369 529 326 10 2393 1996 533 165 231 1995	1 3 2 1 3 2 2 3 1 1	shift228 shift1040 shift1162 shift1714 shift1964 shift2167 shift2375 shift2575 shift3153 shift3547	→ → → → → → → — → →	10	1
Zalizniak-2020-2590-90	90	to open (tr.)	1156	OPEN	90	1972 72 268 1202 1114 1209 2022 2086 125 290	1 2 1 5 1 1 1 1 2 3	shift288 shift289 shift290 shift1131 shift3976 shift2049 shift2050 shift2051 shift2591 shift2695	→ → → → — → → → ↔ →	10	3
Zalizniak-2020-2590-91	91	to mix, stir	2017	MIX	91	487 2108 1146 750 2040 1972 713 264 2033 2453	7 7 5 6 2 1 1 2 2 2	shift106 shift560 shift974 shift1151 shift1908 shift2207 shift2276 shift2625 shift2626 shift2705	→ → → → → → → → → →	10	2
Zalizniak-2020-2590-92	92	to know	3626	KNOW	92	745 533 72 490 1534 559 2016 127 1484 280	15 3 1 9 2 4 10 3 1 1	shift8 shift774 shift922 shift993 shift1445 shift1763 shift2668 shift3015 shift3541 shift4169	→ → — → → → → — → —	10	1
Zalizniak-2020-2590-93	93	to go down	2014	GO DOWN (DESCEND)	93	773 1339 2127 2039 367 35 2061 754 2049 2082	3 1 2 1 5 1 8 1 2 2	shift265 shift266 shift343 shift348 shift1858 shift2787 shift3247 shift3356 shift3357 shift4177	— → → → → → → → → →	10	2
Zalizniak-2020-2590-94	94	to carry	700	CARRY	94	373 281 578 128 697 207 1226 495 762 271	1 13 9 1 2 6 1 2 1 1	shift116 shift752 shift796 shift842 shift1556 shift1642 shift1688 shift2121 shift4059 shift4300	— → → — → → — — — —	10	1
Zalizniak-2020-2590-95	95	throat	1346	THROAT	95	573 1840 2268 876 1798 7 2540 77 2286 1705	6 3 2 3 1 1 2 8 6 1	shift505 shift506 shift507 shift508 shift612 shift2997 shift3105 shift3407 shift3408 shift3893	→ → → → — → → — → —	10	1
Zalizniak-2020-2590-96	96	sun	1343	SUN	96	1891 238 439 2384 456 315 1944 570 172 101	7 48 1 1 1 1 1 2 4 3	shift127 shift1007 shift3075 shift3209 shift3348 shift3639 shift3640 shift3690 shift3986 shift4093	→ — — → → — → — — —	10	3
Zalizniak-2020-2590-97	97	slow (adj.)	701	SLOW	97	142 112 1569 33 252 952 468 182 895 243	1 2 1 1 1 1 1 2 2 2	shift1286 shift1822 shift1901 shift2031 shift2808 shift2992 shift3050 shift3055 shift3056 shift3941	— → → — — — — — — —	10	2
Zalizniak-2020-2590-98	98	left	244	LEFT	98	1800 2360 815 476 456 345 85 2544 350 117	4 2 2 6 0 3 1 3 1 1	shift905 shift906 shift909 shift918 shift924 shift937 shift2847 shift2866 shift3340 shift3428	↔ → — — — → → → → →	10	1
Zalizniak-2020-2590-99	99	forehead	123	FOREHEAD	99	451 1551 2221 5 188 43 2408 302 413 2384	3 2 1 4 1 1 2 1 2 1	shift296 shift527 shift528 shift540 shift897 shift1778 shift2331 shift2332 shift2815 shift3571	→ → → — — — → → — →	10	1
Zalizniak-2020-2590-100	100	firm, solid	3003	SOLID	100	870 145 804 181 641 10 38 61 2416 25	1 6 5 2 1 5 3 2 10 2	shift672 shift717 shift718 shift719 shift720 shift1222 shift1359 shift1933 shift2480 shift2497	— — — — → → → — → ↔	10	2
Zalizniak-2020-2590-101	101	fire	221	FIRE	101	2570 2353 1712 686 1742 684 443 53 130 96	2 13 7 1 4 1 2 46 12 3	shift151 shift2366 shift3082 shift3108 shift3266 shift3440 shift3728 shift3852 shift3859 shift4093	→ → ↔ → → → → — → —	10	3
Zalizniak-2020-2590-102	102	clever	1310	CLEVER	102	12 1817 10 1569 64 308 38 291 2257 1683	1 2 4 1 2 1 1 1 3 1	shift101 shift135 shift1245 shift2258 shift2549 shift2573 shift2780 shift2809 shift3458 shift3467	— — — — — → — — → →	10	1
Zalizniak-2020-2590-103	103	clean (adj.)	704	CLEAN	103	1966 12 442 104 47 1405 38 173 135 634	5 4 4 2 2 2 1 1 3 1	shift213 shift768 shift1922 shift2268 shift2311 shift2898 shift2904 shift2958 shift3934 shift4123	→ — → → → → — — — —	10	1
Zalizniak-2020-2590-104	104	beautiful	1427	BEAUTIFUL	104	926 62 18 1346 134 153 16 81 84 15	1 15 4 1 2 1 1 2 1 1	shift375 shift392 shift413 shift1558 shift1998 shift3696 shift3783 shift3822 shift4002 shift4267	— → ↔ — — — — — — —	10	1
Zalizniak-2020-2590-105	105	to smear, anoint	364	SMEAR	105	292 1 1123 2121 1266 1281 283 110 871	2 5 1 16 1 1 3 2 1	shift903 shift1105 shift1106 shift1107 shift1412 shift2365 shift2884 shift2890 shift2986	→ → → → → → → → →	9	1
Zalizniak-2020-2590-106	106	to sit	1416	SIT	106	207 517 2140 2554 124 370 1319 154 1228	1 10 2 5 1 1 2 1 1	shift229 shift756 shift1620 shift2472 shift3213 shift3626 shift3627 shift3746 shift4070	→ → → → — — → — →	9	1
Zalizniak-2020-2590-107	107	to search, to look for	1468	LOOK FOR	107	491 402 489 69 285 1213 728 1103 757	19 21 3 8 1 15 1 1 1	shift9 shift99 shift658 shift750 shift1454 shift2190 shift3615 shift4215 shift4301	→ → — ↔ — → — — —	9	1
Zalizniak-2020-2590-108	108	to run	1519	RUN	108	165 767 231 57 574 1229 564 1417 1148	5 1 3 12 2 1 1 1 1	shift685 shift1232 shift1306 shift1632 shift1704 shift2924 shift2925 shift3229 shift3399	↔ → → ↔ → → → → →	9	1
Zalizniak-2020-2590-109	109	to reach			109	56 540 242 1546 521 267 490 1313 1290	5 9 2 1 6 3 4 2 1	shift25 shift1066 shift1621 shift1622 shift1764 shift1765 shift1766 shift1767 shift2566	→ → → → → → → → —	9	1
Zalizniak-2020-2590-110	110	to clean	2235	CLEAN (SOMETHING)	110	1281 283 495 766 1335 2146 534 292 1213	1 1 3 1 1 1 2 1 1	shift150 shift1923 shift1924 shift2284 shift2503 shift2649 shift3121 shift3353 shift3468	→ → → → → → → — →	9	1
Zalizniak-2020-2590-111	111	to blow			111	288 283 369 384 721 55 1 718 1099	9 2 1 1 1 3 3 1 1	shift749 shift896 shift2224 shift2225 shift2552 shift2697 shift2868 shift2911 shift3752	— → — — — → → → —	9	1
Zalizniak-2020-2590-112	112	stupid	1518	STUPID	112	201 85 300 334 33 191 576 182 224	3 1 1 0 3 1 1 4 23	shift1193 shift1926 shift2233 shift2327 shift2756 shift4132 shift3051 shift4080 shift4131	↔ — — — — — — — —	9	23
Zalizniak-2020-2590-113	113	soft (adj.)	1856	SOFT	113	41 134 2161 547 68 217 2284 2331 958	5 4 13 1 1 1 2 1 1	shift611 shift787 shift1102 shift1871 shift3057 shift3372 shift3373 shift3374 shift3375	— — → → — → → → →	9	1
Zalizniak-2020-2590-114	114	smell	3704	ODOR (SMELL)	114	1379 293 2259 40 1391 937 120 1381 874	6 3 5 1 2 1 7 1 1	shift1056 shift1112 shift1588 shift1649 shift1927 shift3217 shift3753 shift3989 shift4077	→ — → — — → — — —	9	1
Zalizniak-2020-2590-115	115	mountain	639	MOUNTAIN	115	14 327 37 303 179 966 2295 1627 250	4 22 2 2 1 2 1 1 1	shift497 shift840 shift931 shift945 shift2437 shift2739 shift3514 shift3668 shift3887	↔ → — ↔ — → → — —	9	1
Zalizniak-2020-2590-116	116	door	1567	DOOR	116	2502 2316 1621 1369 573 876 639 2279 2418	3 2 1 1 1 1 1 5 2	shift2056 shift2057 shift2058 shift2175 shift2176 shift2177 shift2221 shift2627 shift2628	→ → → → → → — → →	9	2
Zalizniak-2020-2590-117	117	difficult	584	DIFFICULT	117	589 61 662 85 578 182 1795 889 192	15 9 1 3 1 1 2 3 8	shift548 shift2238 shift2587 shift2742 shift3066 shift3901 shift3903 shift4181 shift4182	— — — — → — — — —	9	8
Zalizniak-2020-2590-118	118	cheek	1730	CHEEK	118	900 50 154 14 1551 822 660 642 159	9 2 1 1 3 1 1 1 1	shift898 shift3110 shift1059 shift1208 shift2127 shift2478 shift3022 shift3545 shift3645	→ — — — → — — — —	9	1
Zalizniak-2020-2590-119	119	cat	1208	CAT	119	2507 2506 958 352 228 584 1437 231 619	4 7 1 4 1 1 1 3 1	shift1070 shift1398 shift2132 shift2908 shift2922 shift3183 shift3288 shift3708 shift3732	→ → — → — → → — —	9	1
Zalizniak-2020-2590-120	120	breathing			120	219 301 200 1409 114 435 440 1415 1061	2 11 5 1 7 2 1 1 1	shift667 shift1647 shift1701 shift2286 shift3753 shift3754 shift3755 shift3756 shift3757	→ — → → — — — — —	9	1
Zalizniak-2020-2590-121	121	bone	1394	BONE	121	186 122 2391 2337 39 298 25 552 1541	1 1 2 3 7 7 1 1 1	shift208 shift590 shift778 shift890 shift1204 shift1646 shift2046 shift3900 shift4031	— → → → → → → — →	9	1
Zalizniak-2020-2590-122	122	yellow	1424	YELLOW	122	614 1445 2377 471 46 609 153 16	6 4 9 2 28 1 5 1	shift821 shift824 shift1509 shift2231 shift2539 shift2710 shift3693 shift3791	↔ ↔ → — — — — —	8	1
Zalizniak-2020-2590-123	123	top	1753	TOP	123	473 62 476 697 44 2447 456 199	2 1 5 1 2 1 2 1	shift100 shift248 shift636 shift1651 shift1652 shift2064 shift2661 shift2801	— — — — — → → —	8	1
Zalizniak-2020-2590-124	124	to wait	1590	WAIT (FOR)	124	519 168 2554 106 206 370 785 2025	3 8 2 1 1 3 1 1	shift981 shift2189 shift2471 shift3213 shift3245 shift3512 shift3861 shift4006	— → → — — — — →	8	1
Zalizniak-2020-2590-125	125	to untie, unbind	352	UNTIE	125	1993 1998 754 90 743 524 290 2086	17 9 2 2 1 1 1 6	shift1087 shift1380 shift2590 shift2591 shift3473 shift3474 shift3475 shift3685	→ → → ↔ → → → →	8	6
Zalizniak-2020-2590-126	126	to think	2271	THINK	126	728 17 55 2056 168 206 164 2	5 1 4 2 3 12 10 1	shift6 shift258 shift444 shift1016 shift1975 shift2063 shift3733 shift3741	→ — ↔ → — → — —	8	1
Zalizniak-2020-2590-127	127	to taste	21	TASTE (SOMETHING)	127	491 1196 2080 775 28 92 170 265	23 1 10 2 1 3 1 1	shift4 shift41 shift762 shift818 shift2891 shift3015 shift3743 shift3760	↔ → → — — — — —	8	1
Zalizniak-2020-2590-128	128	to take	1749	TAKE	128	56 376 94 1302 982 2119 759 393	10 5 1 11 2 2 1 1	shift14 shift829 shift842 shift943 shift1867 shift2309 shift2310 shift3013	— → — → → → → —	8	1
Zalizniak-2020-2590-129	129	to sing	1261	SING	129	1238 284 215 269 771 529 81 2205	19 1 4 1 3 0 1 1	shift1391 shift1510 shift3166 shift3212 shift3358 shift3641 shift3825 shift4111	→ — → — → — — →	8	1
Zalizniak-2020-2590-130	130	to shoot	1172	SHOOT	130	1983 1 402 1997 499 17 1417 1989	1 15 1 1 1 9 2 1	shift168 shift691 shift696 shift1325 shift1356 shift1641 shift2773 shift4178	→ — → → — — → →	8	1
Zalizniak-2020-2590-131	131	to shine, glitter			131	781 2 384 498 2589 299 2123 2019	2 5 2 2 2 3 1 1	shift772 shift773 shift832 shift833 shift2131 shift2360 shift2723 shift3415	→ ↔ — — → → → →	8	1
Zalizniak-2020-2590-132	132	to kill	1417	KILL	132	160 1220 790 390 1133 758 2089 204	1 3 1 1 1 1 1 2	shift604 shift1658 shift2394 shift3042 shift3088 shift3913 shift3985 shift4157	— → — → → — → —	8	2
Zalizniak-2020-2590-133	133	to come	1446	COME	133	56 2052 290 1546 773 126 1229 490	3 1 2 2 13 2 3 1	shift22 shift565 shift566 shift567 shift573 shift1014 shift2120 shift3858	→ → → → → → → —	8	1
Zalizniak-2020-2590-134	134	smooth	1234	SMOOTH	134	113 314 340 104 1250 372 1246 921	4 1 1 2 5 1 1 1	shift787 shift891 shift1111 shift1998 shift1999 shift2000 shift2001 shift3046	— — — — — — — —	8	1
Zalizniak-2020-2590-135	135	pure	1147	PURE	135	615 1631 2413 62 442 138 332 103	1 2 1 2 1 1 1 3	shift2293 shift2294 shift2589 shift2769 shift2945 shift3729 shift3930 shift3934	→ — → → → → — —	8	3
Zalizniak-2020-2590-136	136	pig (Sus scrofa)	1337	PIG	136	2199 1872 2397 2542 1038 321 996 1522	13 9 2 2 2 2 2 2	shift1312 shift1313 shift1314 shift1668 shift1706 shift2664 shift2665 shift3302	→ → → → — — ↔ —	8	2
Zalizniak-2020-2590-137	137	nest (n.)	539	NEST	137	1862 88 1786 1724 1467 653 1392 656	11 4 1 2 1 3 5 5	shift1529 shift3002 shift3011 shift4138 shift4139 shift4140 shift4141 shift4142	→ — — — — — — —	8	5
Zalizniak-2020-2590-138	138	naked, bare	590	NAKED	138	304 2461 340 305 1693 47 867 334	1 4 9 5 1 4 3 1	shift181 shift299 shift923 shift1341 shift3414 shift3425 shift3451 shift3452	→ → → → — — → →	8	1
Zalizniak-2020-2590-139	139	monarch			139	2236 2437 2396 1837 466 317 16 2308	11 2 5 3 1 1 2 1	shift1309 shift1682 shift1683 shift2241 shift2514 shift2716 shift3805 shift4184	→ → → — → — — →	8	1
